arquivo_saida,threads,N,nnz,densidade,tempo_permutacao,tempo_iteracoes,biblioteca
outputB//tela-R-line-num-vert=1001-N=002000-8thr-pylibC.out,8,2000,3998,0.0999,0.000014,0.000010,libC
outputB//tela-R-line-num-vert=2001-N=004000-1thr-exelibC_0.out,1,4000,7998,0.05,0.000000,0.000023,libC
outputB//tela-R-line-num-vert=2001-N=004000-1thr-exelibC_1.out,1,4000,7998,0.05,0.000023,0.000020,libC
outputB//tela-R-line-num-vert=2001-N=004000-1thr-pylibC.out,1,4000,7998,0.0500,0.000028,0.000022,libC
outputB//tela-R-line-num-vert=2001-N=004000-1thr-SciPy.out,1,4000,7998,0.0500,0.000184,0.000019,SciPy
outputB//tela-R-line-num-vert=2001-N=004000-2thr-exelibC_0.out,2,4000,7998,0.05,0.000000,0.000014,libC
outputB//tela-R-line-num-vert=2001-N=004000-2thr-exelibC_1.out,2,4000,7998,0.05,0.000014,0.000012,libC
outputB//tela-R-line-num-vert=2001-N=004000-2thr-pylibC.out,2,4000,7998,0.0500,0.000019,0.000014,libC
outputB//tela-R-line-num-vert=2001-N=004000-4thr-exelibC_0.out,4,4000,7998,0.05,0.000000,0.000017,libC
outputB//tela-R-line-num-vert=2001-N=004000-4thr-exelibC_1.out,4,4000,7998,0.05,0.000012,0.000012,libC
outputB//tela-R-line-num-vert=2001-N=004000-4thr-pylibC.out,4,4000,7998,0.0500,0.000018,0.000012,libC
outputB//tela-R-line-num-vert=2001-N=004000-8thr-exelibC_0.out,8,4000,7998,0.05,0.000000,0.000018,libC
outputB//tela-R-line-num-vert=2001-N=004000-8thr-exelibC_1.out,8,4000,7998,0.05,0.000011,0.000012,libC
outputB//tela-R-line-num-vert=2001-N=004000-8thr-pylibC.out,8,4000,7998,0.0500,0.000016,0.000011,libC
arquivo_saida,threads,N,nnz,densidade,tempo_permutacao,tempo_iteracoes,biblioteca
