arquivo_saida,threads,N,nnz,densidade,tempo_permutacao,tempo_iteracoes,biblioteca,tipoNum,classe,programa
outputCb/tela-C-line-num-vert=2001-N=004000-01thr-exeLibC_1.out,1,4000,7998,0.05,0.000026,0.000026,libC,C,line,exeLibC_1
outputCb/tela-C-line-num-vert=2001-N=004000-01thr-py_LibC.out,1,4000,7998,0.0500,0.000031,0.000029,libC,C,line,py_LibC
outputCb/tela-C-line-num-vert=2001-N=004000-024thr-py_LibC.out,24,4000,7998,0.0500,0.000023,0.000019,libC,C,line,py_LibC
outputCb/tela-C-line-num-vert=2001-N=004000-02thr-exeLibC_0.out,2,4000,7998,0.05,0.000000,0.000019,libC,C,line,exeLibC_0
outputCb/tela-C-line-num-vert=2001-N=004000-02thr-exeLibC_1.out,2,4000,7998,0.05,0.000015,0.000016,libC,C,line,exeLibC_1
outputCb/tela-C-line-num-vert=2001-N=004000-02thr-py_LibC.out,2,4000,7998,0.0500,0.000020,0.000018,libC,C,line,py_LibC
outputCb/tela-C-line-num-vert=2001-N=004000-048thr-py_LibC.out,48,4000,7998,0.0500,0.000035,0.000027,libC,C,line,py_LibC
outputCb/tela-C-line-num-vert=2001-N=004000-04thr-exeLibC_0.out,4,4000,7998,0.05,0.000000,0.000021,libC,C,line,exeLibC_0
outputCb/tela-C-line-num-vert=2001-N=004000-04thr-exeLibC_1.out,4,4000,7998,0.05,0.000013,0.000015,libC,C,line,exeLibC_1
outputCb/tela-C-line-num-vert=2001-N=004000-04thr-py_LibC.out,4,4000,7998,0.0500,0.000019,0.000015,libC,C,line,py_LibC
outputCb/tela-C-line-num-vert=2001-N=004000-08thr-exeLibC_0.out,8,4000,7998,0.05,0.000000,0.000021,libC,C,line,exeLibC_0
outputCb/tela-C-line-num-vert=2001-N=004000-08thr-exeLibC_1.out,8,4000,7998,0.05,0.000011,0.000016,libC,C,line,exeLibC_1
outputCb/tela-C-line-num-vert=2001-N=004000-08thr-py_LibC.out,8,4000,7998,0.0500,0.000017,0.000015,libC,C,line,py_LibC
outputCb/tela-C-line-num-vert=2001-N=004000-16thr-exeLibC_0.out,16,4000,7998,0.05,0.000000,0.000029,libC,C,line,exeLibC_0
outputCb/tela-C-line-num-vert=2001-N=004000-16thr-exeLibC_1.out,16,4000,7998,0.05,0.000012,0.000019,libC,C,line,exeLibC_1
outputCb/tela-C-line-num-vert=2001-N=004000-1thr-py_SciPy.out,1,4000,7998,0.0500,0.000212,0.000033,SciPy,C,line,py_SciPy
outputCb/tela-C-line-num-vert=2001-N=004000-24thr-exeLibC_0.out,24,4000,7998,0.05,0.000000,0.000032,libC,C,line,exeLibC_0
outputCb/tela-C-line-num-vert=2001-N=004000-24thr-exeLibC_1.out,24,4000,7998,0.05,0.000015,0.000022,libC,C,line,exeLibC_1
outputCb/tela-C-line-num-vert=2001-N=004000-48thr-exeLibC_0.out,48,4000,7998,0.05,0.000000,0.000042,libC,C,line,exeLibC_0
outputCb/tela-C-line-num-vert=2001-N=004000-48thr-exeLibC_1.out,48,4000,7998,0.05,0.000021,0.000029,libC,C,line,exeLibC_1
outputCb/tela-R-diag-grid-dim=0021-N=001764-016thr-py_LibC.out,16,1764,7056,0.2268,0.000017,0.000013,libC,R,diag,py_LibC
outputCb/tela-R-diag-grid-dim=0021-N=001764-01thr-exeLibC_0.out,1,1764,7056,0.23,0.000000,0.000014,libC,R,diag,exeLibC_0
outputCb/tela-R-diag-grid-dim=0021-N=001764-01thr-exeLibC_1.out,1,1764,7056,0.23,0.000013,0.000013,libC,R,diag,exeLibC_1
outputCb/tela-R-diag-grid-dim=0021-N=001764-01thr-py_LibC.out,1,1764,7056,0.2268,0.000017,0.000015,libC,R,diag,py_LibC
outputCb/tela-R-diag-grid-dim=0021-N=001764-024thr-py_LibC.out,24,1764,7056,0.2268,0.000020,0.000016,libC,R,diag,py_LibC
outputCb/tela-R-diag-grid-dim=0021-N=001764-02thr-exeLibC_0.out,2,1764,7056,0.23,0.000000,0.000010,libC,R,diag,exeLibC_0
outputCb/tela-R-diag-grid-dim=0021-N=001764-02thr-exeLibC_1.out,2,1764,7056,0.23,0.000008,0.000009,libC,R,diag,exeLibC_1
outputCb/tela-R-diag-grid-dim=0021-N=001764-02thr-py_LibC.out,2,1764,7056,0.2268,0.000012,0.000011,libC,R,diag,py_LibC
outputCb/tela-R-diag-grid-dim=0021-N=001764-048thr-py_LibC.out,48,1764,7056,0.2268,0.000039,0.000026,libC,R,diag,py_LibC
outputCb/tela-R-diag-grid-dim=0021-N=001764-04thr-exeLibC_0.out,4,1764,7056,0.23,0.000000,0.000012,libC,R,diag,exeLibC_0
outputCb/tela-R-diag-grid-dim=0021-N=001764-04thr-exeLibC_1.out,4,1764,7056,0.23,0.000008,0.000009,libC,R,diag,exeLibC_1
outputCb/tela-R-diag-grid-dim=0021-N=001764-04thr-py_LibC.out,4,1764,7056,0.2268,0.000015,0.000012,libC,R,diag,py_LibC
outputCb/tela-R-diag-grid-dim=0021-N=001764-08thr-exeLibC_0.out,8,1764,7056,0.23,0.000000,0.000014,libC,R,diag,exeLibC_0
outputCb/tela-R-diag-grid-dim=0021-N=001764-08thr-exeLibC_1.out,8,1764,7056,0.23,0.000008,0.000010,libC,R,diag,exeLibC_1
outputCb/tela-R-diag-grid-dim=0021-N=001764-08thr-py_LibC.out,8,1764,7056,0.2268,0.000015,0.000013,libC,R,diag,py_LibC
outputCb/tela-R-diag-grid-dim=0021-N=001764-16thr-exeLibC_0.out,16,1764,7056,0.23,0.000000,0.000018,libC,R,diag,exeLibC_0
outputCb/tela-R-diag-grid-dim=0021-N=001764-16thr-exeLibC_1.out,16,1764,7056,0.23,0.000009,0.000011,libC,R,diag,exeLibC_1
outputCb/tela-R-diag-grid-dim=0021-N=001764-1thr-py_SciPy.out,1,1764,7056,0.2268,0.000167,0.000016,SciPy,R,diag,py_SciPy
outputCb/tela-R-diag-grid-dim=0021-N=001764-24thr-exeLibC_0.out,24,1764,7056,0.23,0.000000,0.000024,libC,R,diag,exeLibC_0
outputCb/tela-R-diag-grid-dim=0021-N=001764-24thr-exeLibC_1.out,24,1764,7056,0.23,0.000011,0.000013,libC,R,diag,exeLibC_1
outputCb/tela-R-diag-grid-dim=0021-N=001764-48thr-exeLibC_0.out,48,1764,7056,0.23,0.000000,0.000042,libC,R,diag,exeLibC_0
outputCb/tela-R-diag-grid-dim=0021-N=001764-48thr-exeLibC_1.out,48,1764,7056,0.23,0.000017,0.000020,libC,R,diag,exeLibC_1
outputCb/tela-R-diag-grid-dim=0051-N=010404-016thr-py_LibC.out,16,10404,41616,0.0384,0.000036,0.000021,libC,R,diag,py_LibC
outputCb/tela-R-diag-grid-dim=0051-N=010404-01thr-exeLibC_0.out,1,10404,41616,0.04,0.000000,0.000077,libC,R,diag,exeLibC_0
outputCb/tela-R-diag-grid-dim=0051-N=010404-01thr-exeLibC_1.out,1,10404,41616,0.04,0.000080,0.000070,libC,R,diag,exeLibC_1
outputCb/tela-R-diag-grid-dim=0051-N=010404-01thr-py_LibC.out,1,10404,41616,0.0384,0.000092,0.000070,libC,R,diag,py_LibC
outputCb/tela-R-diag-grid-dim=0051-N=010404-024thr-py_LibC.out,24,10404,41616,0.0384,0.000038,0.000023,libC,R,diag,py_LibC
outputCb/tela-R-diag-grid-dim=0051-N=010404-02thr-exeLibC_0.out,2,10404,41616,0.04,0.000000,0.000044,libC,R,diag,exeLibC_0
outputCb/tela-R-diag-grid-dim=0051-N=010404-02thr-exeLibC_1.out,2,10404,41616,0.04,0.000042,0.000042,libC,R,diag,exeLibC_1
outputCb/tela-R-diag-grid-dim=0051-N=010404-02thr-py_LibC.out,2,10404,41616,0.0384,0.000054,0.000040,libC,R,diag,py_LibC
outputCb/tela-R-diag-grid-dim=0051-N=010404-048thr-py_LibC.out,48,10404,41616,0.0384,0.000054,0.000027,libC,R,diag,py_LibC
outputCb/tela-R-diag-grid-dim=0051-N=010404-04thr-exeLibC_0.out,4,10404,41616,0.04,0.000000,0.000038,libC,R,diag,exeLibC_0
outputCb/tela-R-diag-grid-dim=0051-N=010404-04thr-exeLibC_1.out,4,10404,41616,0.04,0.000029,0.000033,libC,R,diag,exeLibC_1
outputCb/tela-R-diag-grid-dim=0051-N=010404-04thr-py_LibC.out,4,10404,41616,0.0384,0.000046,0.000028,libC,R,diag,py_LibC
outputCb/tela-R-diag-grid-dim=0051-N=010404-08thr-exeLibC_0.out,8,10404,41616,0.04,0.000000,0.000033,libC,R,diag,exeLibC_0
outputCb/tela-R-diag-grid-dim=0051-N=010404-08thr-exeLibC_1.out,8,10404,41616,0.04,0.000022,0.000026,libC,R,diag,exeLibC_1
outputCb/tela-R-diag-grid-dim=0051-N=010404-08thr-py_LibC.out,8,10404,41616,0.0384,0.000035,0.000021,libC,R,diag,py_LibC
outputCb/tela-R-diag-grid-dim=0051-N=010404-16thr-exeLibC_0.out,16,10404,41616,0.04,0.000000,0.000034,libC,R,diag,exeLibC_0
outputCb/tela-R-diag-grid-dim=0051-N=010404-16thr-exeLibC_1.out,16,10404,41616,0.04,0.000021,0.000028,libC,R,diag,exeLibC_1
outputCb/tela-R-diag-grid-dim=0051-N=010404-1thr-py_SciPy.out,1,10404,41616,0.0384,0.000400,0.000057,SciPy,R,diag,py_SciPy
outputCb/tela-R-diag-grid-dim=0051-N=010404-24thr-exeLibC_0.out,24,10404,41616,0.04,0.000000,0.000040,libC,R,diag,exeLibC_0
outputCb/tela-R-diag-grid-dim=0051-N=010404-24thr-exeLibC_1.out,24,10404,41616,0.04,0.000023,0.000029,libC,R,diag,exeLibC_1
outputCb/tela-R-diag-grid-dim=0051-N=010404-48thr-exeLibC_0.out,48,10404,41616,0.04,0.000000,0.000048,libC,R,diag,exeLibC_0
outputCb/tela-R-diag-grid-dim=0051-N=010404-48thr-exeLibC_1.out,48,10404,41616,0.04,0.000033,0.000039,libC,R,diag,exeLibC_1
outputCb/tela-R-diag-grid-dim=0121-N=058564-016thr-py_LibC.out,16,58564,234256,0.0068,0.000138,0.000052,libC,R,diag,py_LibC
outputCb/tela-R-diag-grid-dim=0121-N=058564-01thr-exeLibC_0.out,1,58564,234256,0.01,0.000000,0.000452,libC,R,diag,exeLibC_0
outputCb/tela-R-diag-grid-dim=0121-N=058564-01thr-exeLibC_1.out,1,58564,234256,0.01,0.000489,0.000402,libC,R,diag,exeLibC_1
outputCb/tela-R-diag-grid-dim=0121-N=058564-01thr-py_LibC.out,1,58564,234256,0.0068,0.000551,0.000394,libC,R,diag,py_LibC
outputCb/tela-R-diag-grid-dim=0121-N=058564-024thr-py_LibC.out,24,58564,234256,0.0068,0.000138,0.000047,libC,R,diag,py_LibC
outputCb/tela-R-diag-grid-dim=0121-N=058564-02thr-exeLibC_0.out,2,58564,234256,0.01,0.000000,0.000254,libC,R,diag,exeLibC_0
outputCb/tela-R-diag-grid-dim=0121-N=058564-02thr-exeLibC_1.out,2,58564,234256,0.01,0.000282,0.000229,libC,R,diag,exeLibC_1
outputCb/tela-R-diag-grid-dim=0121-N=058564-02thr-py_LibC.out,2,58564,234256,0.0068,0.000320,0.000214,libC,R,diag,py_LibC
outputCb/tela-R-diag-grid-dim=0121-N=058564-048thr-py_LibC.out,48,58564,234256,0.0068,0.000155,0.000058,libC,R,diag,py_LibC
outputCb/tela-R-diag-grid-dim=0121-N=058564-04thr-exeLibC_0.out,4,58564,234256,0.01,0.000000,0.000169,libC,R,diag,exeLibC_0
outputCb/tela-R-diag-grid-dim=0121-N=058564-04thr-exeLibC_1.out,4,58564,234256,0.01,0.000182,0.000157,libC,R,diag,exeLibC_1
outputCb/tela-R-diag-grid-dim=0121-N=058564-04thr-py_LibC.out,4,58564,234256,0.0068,0.000260,0.000133,libC,R,diag,py_LibC
outputCb/tela-R-diag-grid-dim=0121-N=058564-08thr-exeLibC_0.out,8,58564,234256,0.01,0.000000,0.000129,libC,R,diag,exeLibC_0
outputCb/tela-R-diag-grid-dim=0121-N=058564-08thr-exeLibC_1.out,8,58564,234256,0.01,0.000128,0.000120,libC,R,diag,exeLibC_1
outputCb/tela-R-diag-grid-dim=0121-N=058564-08thr-py_LibC.out,8,58564,234256,0.0068,0.000175,0.000085,libC,R,diag,py_LibC
outputCb/tela-R-diag-grid-dim=0121-N=058564-16thr-exeLibC_0.out,16,58564,234256,0.01,0.000000,0.000109,libC,R,diag,exeLibC_0
outputCb/tela-R-diag-grid-dim=0121-N=058564-16thr-exeLibC_1.out,16,58564,234256,0.01,0.000109,0.000100,libC,R,diag,exeLibC_1
outputCb/tela-R-diag-grid-dim=0121-N=058564-1thr-py_SciPy.out,1,58564,234256,0.0068,0.001957,0.000282,SciPy,R,diag,py_SciPy
outputCb/tela-R-diag-grid-dim=0121-N=058564-24thr-exeLibC_0.out,24,58564,234256,0.01,0.000000,0.000112,libC,R,diag,exeLibC_0
outputCb/tela-R-diag-grid-dim=0121-N=058564-24thr-exeLibC_1.out,24,58564,234256,0.01,0.000099,0.000100,libC,R,diag,exeLibC_1
outputCb/tela-R-diag-grid-dim=0121-N=058564-48thr-exeLibC_0.out,48,58564,234256,0.01,0.000000,0.000139,libC,R,diag,exeLibC_0
outputCb/tela-R-diag-grid-dim=0121-N=058564-48thr-exeLibC_1.out,48,58564,234256,0.01,0.000113,0.000114,libC,R,diag,exeLibC_1
outputCb/tela-R-hypercube-dim=0010-N=010240-016thr-py_LibC.out,16,10240,102400,0.0977,0.000052,0.000025,libC,R,hypercube,py_LibC
outputCb/tela-R-hypercube-dim=0010-N=010240-01thr-exeLibC_0.out,1,10240,102400,0.10,0.000000,0.000088,libC,R,hypercube,exeLibC_0
outputCb/tela-R-hypercube-dim=0010-N=010240-01thr-exeLibC_1.out,1,10240,102400,0.10,0.000173,0.000080,libC,R,hypercube,exeLibC_1
outputCb/tela-R-hypercube-dim=0010-N=010240-01thr-py_LibC.out,1,10240,102400,0.0977,0.000183,0.000082,libC,R,hypercube,py_LibC
outputCb/tela-R-hypercube-dim=0010-N=010240-024thr-py_LibC.out,24,10240,102400,0.0977,0.000056,0.000029,libC,R,hypercube,py_LibC
outputCb/tela-R-hypercube-dim=0010-N=010240-02thr-exeLibC_0.out,2,10240,102400,0.10,0.000000,0.000051,libC,R,hypercube,exeLibC_0
outputCb/tela-R-hypercube-dim=0010-N=010240-02thr-exeLibC_1.out,2,10240,102400,0.10,0.000092,0.000045,libC,R,hypercube,exeLibC_1
outputCb/tela-R-hypercube-dim=0010-N=010240-02thr-py_LibC.out,2,10240,102400,0.0977,0.000102,0.000046,libC,R,hypercube,py_LibC
outputCb/tela-R-hypercube-dim=0010-N=010240-048thr-py_LibC.out,48,10240,102400,0.0977,0.000073,0.000042,libC,R,hypercube,py_LibC
outputCb/tela-R-hypercube-dim=0010-N=010240-04thr-exeLibC_0.out,4,10240,102400,0.10,0.000000,0.000050,libC,R,hypercube,exeLibC_0
outputCb/tela-R-hypercube-dim=0010-N=010240-04thr-exeLibC_1.out,4,10240,102400,0.10,0.000047,0.000048,libC,R,hypercube,exeLibC_1
outputCb/tela-R-hypercube-dim=0010-N=010240-04thr-py_LibC.out,4,10240,102400,0.0977,0.000082,0.000039,libC,R,hypercube,py_LibC
outputCb/tela-R-hypercube-dim=0010-N=010240-08thr-exeLibC_0.out,8,10240,102400,0.10,0.000000,0.000043,libC,R,hypercube,exeLibC_0
outputCb/tela-R-hypercube-dim=0010-N=010240-08thr-exeLibC_1.out,8,10240,102400,0.10,0.000030,0.000042,libC,R,hypercube,exeLibC_1
outputCb/tela-R-hypercube-dim=0010-N=010240-08thr-py_LibC.out,8,10240,102400,0.0977,0.000055,0.000029,libC,R,hypercube,py_LibC
outputCb/tela-R-hypercube-dim=0010-N=010240-16thr-exeLibC_0.out,16,10240,102400,0.10,0.000000,0.000038,libC,R,hypercube,exeLibC_0
outputCb/tela-R-hypercube-dim=0010-N=010240-16thr-exeLibC_1.out,16,10240,102400,0.10,0.000025,0.000033,libC,R,hypercube,exeLibC_1
outputCb/tela-R-hypercube-dim=0010-N=010240-1thr-py_SciPy.out,1,10240,102400,0.0977,0.000740,0.000100,SciPy,R,hypercube,py_SciPy
outputCb/tela-R-hypercube-dim=0010-N=010240-24thr-exeLibC_0.out,24,10240,102400,0.10,0.000000,0.000044,libC,R,hypercube,exeLibC_0
outputCb/tela-R-hypercube-dim=0010-N=010240-24thr-exeLibC_1.out,24,10240,102400,0.10,0.000026,0.000040,libC,R,hypercube,exeLibC_1
outputCb/tela-R-hypercube-dim=0010-N=010240-48thr-exeLibC_0.out,48,10240,102400,0.10,0.000000,0.000062,libC,R,hypercube,exeLibC_0
outputCb/tela-R-hypercube-dim=0010-N=010240-48thr-exeLibC_1.out,48,10240,102400,0.10,0.000031,0.000054,libC,R,hypercube,exeLibC_1
outputCb/tela-R-hypercube-dim=0012-N=049152-016thr-py_LibC.out,16,49152,589824,0.0244,0.000333,0.000087,libC,R,hypercube,py_LibC
outputCb/tela-R-hypercube-dim=0012-N=049152-01thr-exeLibC_0.out,1,49152,589824,0.02,0.000000,0.000472,libC,R,hypercube,exeLibC_0
outputCb/tela-R-hypercube-dim=0012-N=049152-01thr-exeLibC_1.out,1,49152,589824,0.02,0.001110,0.000432,libC,R,hypercube,exeLibC_1
outputCb/tela-R-hypercube-dim=0012-N=049152-01thr-py_LibC.out,1,49152,589824,0.0244,0.001579,0.000490,libC,R,hypercube,py_LibC
outputCb/tela-R-hypercube-dim=0012-N=049152-024thr-py_LibC.out,24,49152,589824,0.0244,0.000257,0.000069,libC,R,hypercube,py_LibC
outputCb/tela-R-hypercube-dim=0012-N=049152-02thr-exeLibC_0.out,2,49152,589824,0.02,0.000000,0.000265,libC,R,hypercube,exeLibC_0
outputCb/tela-R-hypercube-dim=0012-N=049152-02thr-exeLibC_1.out,2,49152,589824,0.02,0.000585,0.000275,libC,R,hypercube,exeLibC_1
outputCb/tela-R-hypercube-dim=0012-N=049152-02thr-py_LibC.out,2,49152,589824,0.0244,0.000844,0.000256,libC,R,hypercube,py_LibC
outputCb/tela-R-hypercube-dim=0012-N=049152-048thr-py_LibC.out,48,49152,589824,0.0244,0.000304,0.000079,libC,R,hypercube,py_LibC
outputCb/tela-R-hypercube-dim=0012-N=049152-04thr-exeLibC_0.out,4,49152,589824,0.02,0.000000,0.000206,libC,R,hypercube,exeLibC_0
outputCb/tela-R-hypercube-dim=0012-N=049152-04thr-exeLibC_1.out,4,49152,589824,0.02,0.000342,0.000216,libC,R,hypercube,exeLibC_1
outputCb/tela-R-hypercube-dim=0012-N=049152-04thr-py_LibC.out,4,49152,589824,0.0244,0.000785,0.000213,libC,R,hypercube,py_LibC
outputCb/tela-R-hypercube-dim=0012-N=049152-08thr-exeLibC_0.out,8,49152,589824,0.02,0.000000,0.000150,libC,R,hypercube,exeLibC_0
outputCb/tela-R-hypercube-dim=0012-N=049152-08thr-exeLibC_1.out,8,49152,589824,0.02,0.000204,0.000136,libC,R,hypercube,exeLibC_1
outputCb/tela-R-hypercube-dim=0012-N=049152-08thr-py_LibC.out,8,49152,589824,0.0244,0.000499,0.000139,libC,R,hypercube,py_LibC
outputCb/tela-R-hypercube-dim=0012-N=049152-16thr-exeLibC_0.out,16,49152,589824,0.02,0.000000,0.000118,libC,R,hypercube,exeLibC_0
outputCb/tela-R-hypercube-dim=0012-N=049152-16thr-exeLibC_1.out,16,49152,589824,0.02,0.000133,0.000102,libC,R,hypercube,exeLibC_1
outputCb/tela-R-hypercube-dim=0012-N=049152-1thr-py_SciPy.out,1,49152,589824,0.0244,0.005646,0.000550,SciPy,R,hypercube,py_SciPy
outputCb/tela-R-hypercube-dim=0012-N=049152-24thr-exeLibC_0.out,24,49152,589824,0.02,0.000000,0.000120,libC,R,hypercube,exeLibC_0
outputCb/tela-R-hypercube-dim=0012-N=049152-24thr-exeLibC_1.out,24,49152,589824,0.02,0.000111,0.000099,libC,R,hypercube,exeLibC_1
outputCb/tela-R-hypercube-dim=0012-N=049152-48thr-exeLibC_0.out,48,49152,589824,0.02,0.000000,0.000136,libC,R,hypercube,exeLibC_0
outputCb/tela-R-hypercube-dim=0012-N=049152-48thr-exeLibC_1.out,48,49152,589824,0.02,0.000112,0.000124,libC,R,hypercube,exeLibC_1
outputCb/tela-R-hypercube-dim=0014-N=229376-016thr-py_LibC.out,16,229376,3211264,0.0061,0.001742,0.000451,libC,R,hypercube,py_LibC
outputCb/tela-R-hypercube-dim=0014-N=229376-01thr-exeLibC_0.out,1,229376,3211264,0.01,0.000000,0.003188,libC,R,hypercube,exeLibC_0
outputCb/tela-R-hypercube-dim=0014-N=229376-01thr-exeLibC_1.out,1,229376,3211264,0.01,0.013955,0.002805,libC,R,hypercube,exeLibC_1
outputCb/tela-R-hypercube-dim=0014-N=229376-01thr-py_LibC.out,1,229376,3211264,0.0061,0.015495,0.003665,libC,R,hypercube,py_LibC
outputCb/tela-R-hypercube-dim=0014-N=229376-024thr-py_LibC.out,24,229376,3211264,0.0061,0.001550,0.000390,libC,R,hypercube,py_LibC
outputCb/tela-R-hypercube-dim=0014-N=229376-02thr-exeLibC_0.out,2,229376,3211264,0.01,0.000000,0.001732,libC,R,hypercube,exeLibC_0
outputCb/tela-R-hypercube-dim=0014-N=229376-02thr-exeLibC_1.out,2,229376,3211264,0.01,0.007426,0.001547,libC,R,hypercube,exeLibC_1
outputCb/tela-R-hypercube-dim=0014-N=229376-02thr-py_LibC.out,2,229376,3211264,0.0061,0.008504,0.001879,libC,R,hypercube,py_LibC
outputCb/tela-R-hypercube-dim=0014-N=229376-048thr-py_LibC.out,48,229376,3211264,0.0061,0.001569,0.000346,libC,R,hypercube,py_LibC
outputCb/tela-R-hypercube-dim=0014-N=229376-04thr-exeLibC_0.out,4,229376,3211264,0.01,0.000000,0.001099,libC,R,hypercube,exeLibC_0
outputCb/tela-R-hypercube-dim=0014-N=229376-04thr-exeLibC_1.out,4,229376,3211264,0.01,0.003973,0.001110,libC,R,hypercube,exeLibC_1
outputCb/tela-R-hypercube-dim=0014-N=229376-04thr-py_LibC.out,4,229376,3211264,0.0061,0.004585,0.001046,libC,R,hypercube,py_LibC
outputCb/tela-R-hypercube-dim=0014-N=229376-08thr-exeLibC_0.out,8,229376,3211264,0.01,0.000000,0.000687,libC,R,hypercube,exeLibC_0
outputCb/tela-R-hypercube-dim=0014-N=229376-08thr-exeLibC_1.out,8,229376,3211264,0.01,0.002240,0.000603,libC,R,hypercube,exeLibC_1
outputCb/tela-R-hypercube-dim=0014-N=229376-08thr-py_LibC.out,8,229376,3211264,0.0061,0.002578,0.000565,libC,R,hypercube,py_LibC
outputCb/tela-R-hypercube-dim=0014-N=229376-16thr-exeLibC_0.out,16,229376,3211264,0.01,0.000000,0.000504,libC,R,hypercube,exeLibC_0
outputCb/tela-R-hypercube-dim=0014-N=229376-16thr-exeLibC_1.out,16,229376,3211264,0.01,0.001249,0.000447,libC,R,hypercube,exeLibC_1
outputCb/tela-R-hypercube-dim=0014-N=229376-1thr-py_SciPy.out,1,229376,3211264,0.0061,0.061234,0.004208,SciPy,R,hypercube,py_SciPy
outputCb/tela-R-hypercube-dim=0014-N=229376-24thr-exeLibC_0.out,24,229376,3211264,0.01,0.000000,0.000457,libC,R,hypercube,exeLibC_0
outputCb/tela-R-hypercube-dim=0014-N=229376-24thr-exeLibC_1.out,24,229376,3211264,0.01,0.000969,0.000456,libC,R,hypercube,exeLibC_1
outputCb/tela-R-hypercube-dim=0014-N=229376-48thr-exeLibC_0.out,48,229376,3211264,0.01,0.000000,0.000444,libC,R,hypercube,exeLibC_0
outputCb/tela-R-hypercube-dim=0014-N=229376-48thr-exeLibC_1.out,48,229376,3211264,0.01,0.000630,0.000402,libC,R,hypercube,exeLibC_1
outputCb/tela-R-line-num-vert=0501-N=001000-016thr-py_LibC.out,16,1000,1998,0.1998,0.000016,0.000013,libC,R,line,py_LibC
outputCb/tela-R-line-num-vert=0501-N=001000-01thr-exeLibC_0.out,1,1000,1998,0.20,0.000000,0.000007,libC,R,line,exeLibC_0
outputCb/tela-R-line-num-vert=0501-N=001000-01thr-exeLibC_1.out,1,1000,1998,0.20,0.000006,0.000006,libC,R,line,exeLibC_1
outputCb/tela-R-line-num-vert=0501-N=001000-01thr-py_LibC.out,1,1000,1998,0.1998,0.000010,0.000008,libC,R,line,py_LibC
outputCb/tela-R-line-num-vert=0501-N=001000-024thr-py_LibC.out,24,1000,1998,0.1998,0.000017,0.000013,libC,R,line,py_LibC
outputCb/tela-R-line-num-vert=0501-N=001000-02thr-exeLibC_0.out,2,1000,1998,0.20,0.000000,0.000006,libC,R,line,exeLibC_0
outputCb/tela-R-line-num-vert=0501-N=001000-02thr-exeLibC_1.out,2,1000,1998,0.20,0.000004,0.000004,libC,R,line,exeLibC_1
outputCb/tela-R-line-num-vert=0501-N=001000-02thr-py_LibC.out,2,1000,1998,0.1998,0.000011,0.000009,libC,R,line,py_LibC
outputCb/tela-R-line-num-vert=0501-N=001000-048thr-py_LibC.out,48,1000,1998,0.1998,0.000027,0.000020,libC,R,line,py_LibC
outputCb/tela-R-line-num-vert=0501-N=001000-04thr-exeLibC_0.out,4,1000,1998,0.20,0.000000,0.000009,libC,R,line,exeLibC_0
outputCb/tela-R-line-num-vert=0501-N=001000-04thr-exeLibC_1.out,4,1000,1998,0.20,0.000005,0.000005,libC,R,line,exeLibC_1
outputCb/tela-R-line-num-vert=0501-N=001000-04thr-py_LibC.out,4,1000,1998,0.1998,0.000011,0.000008,libC,R,line,py_LibC
outputCb/tela-R-line-num-vert=0501-N=001000-08thr-exeLibC_0.out,8,1000,1998,0.20,0.000000,0.000011,libC,R,line,exeLibC_0
outputCb/tela-R-line-num-vert=0501-N=001000-08thr-exeLibC_1.out,8,1000,1998,0.20,0.000006,0.000006,libC,R,line,exeLibC_1
outputCb/tela-R-line-num-vert=0501-N=001000-08thr-py_LibC.out,8,1000,1998,0.1998,0.000012,0.000010,libC,R,line,py_LibC
outputCb/tela-R-line-num-vert=0501-N=001000-16thr-exeLibC_0.out,16,1000,1998,0.20,0.000000,0.000015,libC,R,line,exeLibC_0
outputCb/tela-R-line-num-vert=0501-N=001000-16thr-exeLibC_1.out,16,1000,1998,0.20,0.000008,0.000009,libC,R,line,exeLibC_1
outputCb/tela-R-line-num-vert=0501-N=001000-1thr-py_SciPy.out,1,1000,1998,0.1998,0.000128,0.000011,SciPy,R,line,py_SciPy
outputCb/tela-R-line-num-vert=0501-N=001000-24thr-exeLibC_0.out,24,1000,1998,0.20,0.000000,0.000020,libC,R,line,exeLibC_0
outputCb/tela-R-line-num-vert=0501-N=001000-24thr-exeLibC_1.out,24,1000,1998,0.20,0.000011,0.000011,libC,R,line,exeLibC_1
outputCb/tela-R-line-num-vert=0501-N=001000-48thr-exeLibC_0.out,48,1000,1998,0.20,0.000000,0.000040,libC,R,line,exeLibC_0
outputCb/tela-R-line-num-vert=0501-N=001000-48thr-exeLibC_1.out,48,1000,1998,0.20,0.000019,0.000020,libC,R,line,exeLibC_1
outputCb/tela-R-line-num-vert=1001-N=002000-016thr-py_LibC.out,16,2000,3998,0.0999,0.000016,0.000012,libC,R,line,py_LibC
outputCb/tela-R-line-num-vert=1001-N=002000-01thr-exeLibC_0.out,1,2000,3998,0.10,0.000000,0.000013,libC,R,line,exeLibC_0
outputCb/tela-R-line-num-vert=1001-N=002000-01thr-exeLibC_1.out,1,2000,3998,0.10,0.000012,0.000011,libC,R,line,exeLibC_1
outputCb/tela-R-line-num-vert=1001-N=002000-01thr-py_LibC.out,1,2000,3998,0.0999,0.000015,0.000013,libC,R,line,py_LibC
outputCb/tela-R-line-num-vert=1001-N=002000-024thr-py_LibC.out,24,2000,3998,0.0999,0.000020,0.000015,libC,R,line,py_LibC
